"YEAR","SEASON","LENGTH","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
2009,"FALL",13,0.0251190737891112,0.01124,123.479304173587,123.479304173587
2009,"FALL",14,0.0187587015461274,0.00839,123.584047033699,123.584047033699
2009,"FALL",17,0.00857331281600352,0.00384,123.263354583425,123.263354583425
2009,"FALL",19,0.00893383161134315,0.004,123.345790283579,123.345790283579
2009,"FALL",20,0.00847072616692313,0.00379,123.502009681349,123.502009681349
2009,"FALL",21,0.0692742327651099,0.03099,123.537375815134,123.537375815134
2009,"FALL",22,0.136479812412985,0.06105,123.554156286625,123.554156286625
2009,"FALL",23,0.333613681328564,0.14924,123.541732329512,123.541732329512
2009,"FALL",24,0.25273539972155,0.11306,123.540951460774,123.540951460774
2009,"FALL",25,0.472814671223113,0.21151,123.542466655531,123.542466655531
2009,"FALL",26,0.272470539645743,0.12189,123.538058614934,123.538058614934
2009,"FALL",27,0.198203268117535,0.08866,123.554329029478,123.554329029478
2009,"FALL",28,0.0977738697149557,0.04374,123.534224314028,123.534224314028
2009,"FALL",29,0.147344537927084,0.06591,123.554146452865,123.554146452865
2009,"FALL",30,0.125511467721844,0.05615,123.528882852794,123.528882852794
2009,"FALL",31,0.147709053604855,0.06608,123.530650128412,123.530650128412
2009,"FALL",32,0.0577650765736059,0.02584,123.549057947391,123.549057947391
2009,"FALL",33,0.122806877302371,0.05494,123.529081365801,123.529081365801
2009,"FALL",34,0.183190844474643,0.08195,123.539773611523,123.539773611523
2009,"FALL",35,0.404307306967232,0.18086,123.547112112812,123.547112112812
2009,"FALL",36,0.279571134515078,0.12506,123.549603802238,123.549603802238
2009,"FALL",37,0.49581987002519,0.2218,123.543674492872,123.543674492872
2009,"FALL",38,0.486546246308832,0.21765,123.545254449268,123.545254449268
2009,"FALL",39,0.448616745605095,0.20068,123.548308553466,123.548308553466
2009,"FALL",40,0.323698615080237,0.1448,123.548767320606,123.548767320606
2009,"FALL",41,0.536409995441651,0.23996,123.541421670966,123.541421670966
2009,"FALL",42,0.524744118635084,0.23474,123.542693463016,123.542693463016
2009,"FALL",43,0.535417293558643,0.23951,123.546947333574,123.546947333574
2009,"FALL",44,0.320341033993485,0.1433,123.545732026158,123.545732026158
2009,"FALL",45,0.386556162383817,0.17292,123.546242414884,123.546242414884
2009,"FALL",46,0.346176068380949,0.15486,123.541307232951,123.541307232951
2009,"FALL",47,0.286278655030029,0.12806,123.550409987529,123.550409987529
2009,"FALL",48,0.261308755361294,0.11689,123.550992695093,123.550992695093
2009,"FALL",49,0.289158232768917,0.12935,123.547145549993,123.547145549993
2009,"FALL",50,0.280696875484741,0.12557,123.53816634924,123.53816634924
2009,"FALL",51,0.19408636501624,0.08682,123.550293729832,123.550293729832
2009,"FALL",52,0.288415245632216,0.12902,123.543051954903,123.543051954903
2009,"FALL",53,0.188723781164977,0.08442,123.553401048303,123.553401048303
2009,"FALL",54,0.180262514286476,0.08064,123.539824263983,123.539824263983
2009,"FALL",55,0.175797620712987,0.07864,123.547330509902,123.547330509902
2009,"FALL",56,0.253490239517938,0.1134,123.536366417935,123.536366417935
2009,"FALL",57,0.0964791986060397,0.04316,123.538458308711,123.538458308711
2009,"FALL",58,0.137183016294909,0.06137,123.534326698565,123.534326698565
2009,"FALL",59,0.108531345550471,0.04855,123.54551091755,123.54551091755
2009,"FALL",60,0.0991947947267798,0.04437,123.562755751138,123.562755751138
2009,"FALL",61,0.0803325168273509,0.03594,123.518410760576,123.518410760576
2009,"FALL",62,0.218486442479628,0.09774,123.538410558244,123.538410558244
2009,"FALL",63,0.0634236723926766,0.02837,123.558943929068,123.558943929068
2009,"FALL",64,0.184552120774367,0.08256,123.536967992209,123.536967992209
2009,"FALL",65,0.131218844539355,0.0587,123.541472809803,123.541472809803
2009,"FALL",66,0.095551978980205,0.04274,123.565697192805,123.565697192805
2009,"FALL",67,0.0892874748172616,0.03994,123.554018070259,123.554018070259
2009,"FALL",68,0.0486182206450397,0.02175,123.532048942711,123.532048942711
2009,"FALL",70,0.0231900784055104,0.01037,123.626599860274,123.626599860274
2009,"FALL",71,0.0231900784055104,0.01037,123.626599860274,123.626599860274
2009,"FALL",72,0.0507630476799525,0.02271,123.527290532596,123.527290532596
2009,"FALL",73,0.0344064962662457,0.01539,123.563978338178,123.563978338178
2009,"FALL",74,0.028847365721404,0.0129,123.622990088403,123.622990088403
2009,"FALL",75,0.0181431816516451,0.00812,123.438197680358,123.438197680358
2009,"FALL",76,0.0510625711944683,0.02284,123.566423793644,123.566423793644
2009,"FALL",77,0.0162633146146006,0.00728,123.397178771986,123.397178771986
2009,"FALL",79,0.0325266292292012,0.01455,123.550716351898,123.550716351898
2009,"FALL",81,0.0360390895101821,0.01612,123.567552792693,123.567552792693
2009,"FALL",83,0.0162633146146006,0.00728,123.397178771986,123.397178771986
2009,"FALL",85,0.0185359419652671,0.00829,123.593992343391,123.593992343391
2009,"FALL",92,0.00791382721477248,0.00354,123.554441095268,123.554441095268
2009,"FALL",93,0.00791382721477248,0.00354,123.554441095268,123.554441095268
2009,"FALL",98,0.0162633146146006,0.00728,123.397178771986,123.397178771986
2010,"FALL",12,0.0213966439510515,0.00957,123.580396562712,123.580396562712
2010,"FALL",13,0.0320949659265773,0.01436,123.502548235218,123.502548235218
2010,"FALL",14,0.0213966439510515,0.00957,123.580396562712,123.580396562712
2010,"FALL",15,0.0106983219755258,0.00479,123.347014102834,123.347014102834
2010,"FALL",17,0.0187587015461274,0.00839,123.584047033699,123.584047033699
2010,"FALL",18,0.0401553454971789,0.01796,123.582101877388,123.582101877388
2010,"FALL",19,0.0480691727119514,0.0215,123.577547497448,123.577547497448
2010,"FALL",20,0.0641899318531546,0.02871,123.580396562712,123.580396562712
2010,"FALL",21,0.0477833956180846,0.02138,123.495769962977,123.495769962977
2010,"FALL",22,0.042793287902103,0.01914,123.580396562712,123.580396562712
2010,"FALL",23,0.190224957866198,0.0851,123.531090324557,123.531090324557
2010,"FALL",24,0.158703011650912,0.07099,123.556855403454,123.556855403454
2010,"FALL",25,0.264673554627391,0.1184,123.541853570431,123.541853570431
2010,"FALL",26,0.254722649666593,0.11395,123.538964165505,123.538964165505
2010,"FALL",27,0.323536308346157,0.14473,123.544744245254,123.544744245254
2010,"FALL",28,0.28430570821426,0.12718,123.545925628448,123.545925628448
2010,"FALL",29,0.418910383234411,0.1874,123.538091373752,123.538091373752
2010,"FALL",30,0.355740089396937,0.15914,123.539078419591,123.539078419591
2010,"FALL",31,0.382560269656335,0.17113,123.549506022518,123.549506022518
2010,"FALL",32,0.274496592657727,0.12279,123.549631613101,123.549631613101
2010,"FALL",33,0.15369605041401,0.06875,123.557891511288,123.557891511288
2010,"FALL",34,0.313242837253609,0.14013,123.537313390144,123.537313390144
2010,"FALL",35,0.366475782223199,0.16394,123.542626706844,123.542626706844
2010,"FALL",36,0.321337290246941,0.14375,123.538984519611,123.538984519611
2010,"FALL",37,0.44087528394519,0.19722,123.544916309294,123.544916309294
2010,"FALL",38,0.504668058914047,0.22576,123.541840411963,123.541840411963
2010,"FALL",39,1.05694365061918,0.47281,123.545113389984,123.545113389984
2010,"FALL",40,0.840496446105371,0.37599,123.542234129996,123.542234129996
2010,"FALL",41,0.690484721916905,0.30888,123.54465226525,123.54465226525
2010,"FALL",42,0.698080896900418,0.31228,123.543261464205,123.543261464205
2010,"FALL",43,0.434594416355243,0.19441,123.545299292857,123.545299292857
2010,"FALL",44,0.638808529347109,0.28576,123.547217716654,123.547217716654
2010,"FALL",45,0.625022715615154,0.2796,123.541743782244,123.541743782244
2010,"FALL",46,0.414280794313769,0.18532,123.548885340907,123.548885340907
2010,"FALL",47,0.52650142888547,0.23553,123.539009419382,123.539009419382
2010,"FALL",48,0.542694731442808,0.24277,123.542748874576,123.542748874576
2010,"FALL",49,0.378100315087565,0.16914,123.542813697272,123.542813697272
2010,"FALL",50,0.339161354143768,0.15172,123.544261892808,123.544261892808
2010,"FALL",51,0.123689455557998,0.05533,123.54862743177,123.54862743177
2010,"FALL",52,0.342438631200997,0.15319,123.538501991642,123.538501991642
